"","Astrocytes","Excitatory.Neurons","Inhibitory.Neurons","Microglia","Oligodendrocytes","OPC"
"MA0069.1",1.38440927534972,0.642146077696254,0.539796515839814,0.288868457576249,0.615800410964572,0.99705464424309
"MA0071.1",2.94026187538457,-0.000941023470045778,0.590773714480948,0.196701702329768,0.470543282152451,0.446909031867726
"MA0074.1",1.38864578836814,-0.0129435901364843,0.763387081274194,1.34142571259317,0.569031601706599,0.312616652165641
"MA0107.1",2.10729079352303,0.584094219929585,0.19913820280157,1.35816720779546,0.421755763056078,0.890469153078684
"MA0115.1",0.786171721784574,-0.249634839111632,0.313616796257323,0.911093453991579,0.855225336404795,0.0167775826743091
"MA0119.1",10.554126453415,-0.314519240040245,0.832241696377375,-0.509291410356013,0.363836509802333,0.774927517648346
"MA0149.1",1.99471193815695,0.99394230506275,0.269483761781601,0.67566762036789,0.162420160645653,1.64328950240846
"MA0155.1",1.30272187865467,0.0136759732665771,0.136196142704514,0.0402068784779812,0.609138472457772,-0.0198915513713166
"MA0159.1",0.438037061038609,-0.261388606649958,0.24871097400086,0.462097034719277,0.776597371804117,-0.0935600387805242
"MA0163.1",0.383964356463127,-0.127502974149856,0.0454560143134371,0.135498718674264,0.507715650200502,-0.140518601037316
"MA0468.1",0.657392823316566,0.699112640230834,2.08630978265452,0.897490987826968,0.51419677940125,1.05163373666837
"MA0258.2",0.69250306101909,-0.204090776100705,0.346172225336401,-0.288825478230637,0.952907769800512,-0.334819550368898
"MA0595.1",-0.21900367474088,0.205037255434398,0.43149750194687,-0.035712167903675,1.25375997492402,-0.0829855466729963
"MA0596.1",-0.376163790235236,-0.230644316449497,0.841746327967404,0.130615871257752,1.20647698612801,-0.214117674786737
"MA0599.1",0.349431976883463,0.40613626000848,-0.0114993752077449,0.815738834152555,0.133609481565701,-0.182911508148244
"MA0613.1",-0.272083091385761,-0.00990603705294958,0.595697780893238,-0.140291827853634,1.13661659913477,0.0633605808463795
"MA0636.1",2.94146900752522,1.11365298033362,0.807095603871165,1.01996994034721,0.543344638733768,0.448687473364017
"MA0641.1",2.50107133288801,3.49989720859444,5.72175926841948,192.535516637158,-0.240114466198179,0.401721904143611
"MA0042.2",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA0033.2",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA0153.2",0.915016223977646,0.780730434963775,1.28957673943834,0.761676840440831,0.519980147239467,1.67992989525837
"MA0486.2",2.70203099367142,1.16317848948503,0.703032323122265,1.20747167807411,0.337275215984909,0.85259706292596
"MA0653.1",1.43155905460857,1.28902560460366,0.588330244808935,34.9593578658622,0.0526155874216211,1.34300535793859
"MA0655.1",8.04594910241459,11.5110462894534,0.778486792107217,1.39481901101718,0.837829923209107,-0.046907395597063
"MA0660.1",0.310402236181806,0.735292311706064,0.869183351831514,5.31507506652221,0.568528960363493,-0.0424695807968901
"MA0663.1",2.84743828986802,0.451376755137075,0.71301595755713,2.85389199761233,0.499851843326351,0.06785839627761
"MA0665.1",-0.413979232647787,0.76029177118886,0.715799303293948,-0.40186886251439,1.25736204074725,1.66275402402164
"MA0667.1",-0.313471874500521,1.32765857732474,1.2320797985645,-0.159830313485648,1.17654314231933,0.89393716708262
"MA0669.1",-0.248342740638113,1.19243360795688,1.08587565458433,0.296889186556083,1.11732698287928,0.513872090700388
"MA0678.1",-0.0563813429176809,4.43543753691495,0.881333724408262,1.26790834399944,0.828196682217062,0.865708273930841
"MA0068.2",20.8031090847049,0.739205220027483,0.995381015330511,-0.295924806250251,0.195803850764302,3.37545621111976
"MA0083.3",0.220780065394122,0.20664441819725,1.03198307791629,0.982494093437963,0.710163225358931,0.362156627002894
"MA0009.2",0.250171769372422,1.51668306756424,0.263377920150078,0.12916577803598,1.06330271496244,0.463986015971185
"MA0689.1",0.0412107636612139,1.37923626802418,0.471012667486689,1.21211929549273,0.860820801221297,0.339339710554978
"MA0691.1",-0.233874511867508,0.91113525968595,0.623189980129852,-0.331200932147587,1.13871526489684,0.847793121444121
"MA0696.1",0.157409309236206,0.489365525978252,0.237632429394771,0.341687491585633,0.656044319031685,0.209563644766407
"MA0713.1",2.16838049950399,1.02586970375808,0.870343192730292,0.252935760116828,0.410202724924146,1.92558176703652
"MA0715.1",1.30981561847875,0.878195273750975,0.611825896554204,0.630524684061677,0.518005010180957,2.13007869146636
"MA0724.1",2.55978138899244,0.580184238981493,1.03123074831361,1.20962119883179,0.541540185108812,1.33517760940681
"MA0729.1",-0.211916453516734,-0.383921010123217,0.156539425552192,0.863360957924389,1.10011821899129,-0.392897052030011
"MA0730.1",0.547709626113182,-0.146762541754987,0.309298015775915,-0.0140373040279552,0.82474786976727,-0.099315179306022
"MA0731.1",2.41213329473566,1.16147712514598,0.244343713441613,0.331175535602239,0.433586627702489,1.38499066572504
"MA0472.2",0.710617975865345,2.65664562209556,0.694501330502316,4.26740289014405,0.20056290558209,1.18489574456863
"MA0736.1",0.422239769574131,0.332555011934096,-0.0849260502764799,0.203211570699494,0.633145192967114,0.197148218799017
"MA0737.1",0.592181694987076,-0.0237756459992689,0.490077029285275,0.0857146592414199,0.881400088738051,0.0077390388918167
"MA0741.1",1.20547986535271,0.673267104626916,0.201154180756574,1.82925330562998,0.0325357883249102,0.00747092001556659
"MA0088.2",1.28626036499185,0.500483326181341,0.270316425951157,0.362464216921778,0.549947402168841,0.346664753022883
"MA0758.1",4.82117722045737,2.41894622101327,1.3668613645683,1.65000714782635,0.139780667318958,0.855153378217137
"MA0770.1",3.06661388928031,0.971968346805481,0.245850000379306,1.20294092638552,0.493669908407035,0.310993266300455
"MA0771.1",3.49363954494064,1.09403021613275,0.586958501545425,2.04296637691916,0.358033839643249,0.63575585443054
"MA0773.1",0.617478210916227,0.487962280762813,1.7512029244373,4.40850036481481,0.495466764778553,-0.0545380674391759
"MA0774.1",0.0277837186850336,2.01454608429518,0.415606192645733,0.00461758044975467,1.08727339106919,0.434261651400597
"MA0776.1",0.983746041654882,0.571168259822976,1.32917590811948,2.74331867851737,0.612903405700046,1.33903903455688
"MA0777.1",2.02945607327182,1.7444507224125,0.278398912359902,1.6131772866043,0.494181345988546,0.913249162302657
"MA0105.4",-0.106413435083726,0.00160432029460226,0.0510398799075713,1.22760101629471,0.920451618100043,-0.0874166692959965
"MA0780.1",2.00329027258091,0.182183616453743,0.330815176456925,0.29906217823615,0.560356930865598,1.26918860315035
"MA0783.1",-0.594064620004415,0.183393935747259,1.09745672043007,-0.350017993089117,1.69147020460011,0.329784337412096
"MA0787.1",4.84069600315522,2.07377370874289,0.563048170695559,0.256860399814371,0.18166184833318,1.79471072130282
"MA0788.1",4.36426100309909,2.01314118799278,0.811081622859733,0.36475806477283,0.207772222833425,2.48474866311545
"MA0789.1",3.90224789314498,2.82659345995436,0.888271950050202,0.0563071817983371,0.325614379863758,1.71003525444231
"MA0792.1",3.3380278055262,2.21622944428657,1.22333594393831,0.15989665551182,0.300801417466616,1.83370806431643
"MA0794.1",0.637936681896984,0.838841690151289,0.341987478012192,2.01083048621182,0.548983473809074,1.05893861517634
"MA0795.1",0.697189041250682,2.16748218515504,0.6098532844702,1.41077641751009,0.68980642870348,1.4837725673277
"MA0796.1",-0.363363252911957,0.187171034549751,0.655568433131896,0.202767185998037,1.297188008025,-0.0133827418149586
"MA0797.1",-0.443886294359868,0.538332471900015,0.606914243819323,-0.0766156806200406,1.57478654798554,0.0201229314265178
"MA0511.2",0.910078728647099,0.560054953215578,0.493590233126818,3.73533362225005,0.376267957904867,0.731533203206771
"MA0801.1",-0.198380787900418,0.248685407556403,0.10365327924586,0.517264316515361,1.19034627566188,0.0141608338750215
"MA0803.1",-0.198380787900418,0.248685407556403,0.10365327924586,0.517264316515361,1.19034627566188,0.0141608338750215
"MA0805.1",-0.261487083577426,0.457120834955857,0.430901893009396,1.06549571214499,1.12529551600103,0.0925334143520687
"MA0806.1",-0.321611660355273,0.30691450674409,0.470493179683571,0.787336166431726,1.18744721986327,-0.0510606020516814
"MA0807.1",-0.31490046533869,0.161887851600405,0.520685495923252,0.450323339026464,1.28401350627166,-0.0311596063369216
"MA0808.1",2.55223834225885,0.579868421885639,2.54641111614032,-0.293981752519105,0.50891556619887,0.165740859390833
"MA0813.1",0.364134934653177,0.0165253268515609,0.153852979438059,0.164896999306172,0.548802151750362,0.190117638743251
"MA0815.1",0.351321313667834,0.105007629828761,0.110255355710534,0.350564805552159,0.544473265217521,0.300336981068326
"MA0822.1",0.490094025782843,0.728704604476689,0.631695788210944,0.17786460894575,0.809950455555112,0.348708835004641
"MA0823.1",0.700671365799761,0.957281670268791,0.593216197157677,0.406811345446075,0.994675761489273,0.457674244362476
"MA0826.1",-0.0584772542618548,4.24784902300747,0.62931199456158,0.835995909469624,0.930753194000727,0.927917060312142
"MA0827.1",-0.048240728613817,4.05287296250592,0.859223156294819,1.22680218412239,0.790058090312147,0.687064900553425
"MA0838.1",0.346895570724391,0.895552623057296,0.718043760551449,8.58032937152353,0.46199837482241,0.672550790038199
"MA0845.1",0.0531842822458041,0.513273531518645,0.768398164623621,1.15169832047995,0.691887604651902,0.883321216345587
"MA0032.2",0.49931587115132,0.754529168362997,0.546327096469893,1.46965694742086,0.490678241870195,0.741545636006292
"MA0848.1",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA0849.1",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA0850.1",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA0855.1",0.561497307040883,0.0394833274986771,0.626847062476931,1.71171356485517,0.665222383189765,-0.142475186657342
"MA0856.1",0.560490397321311,0.0154387395817001,0.606808386471128,2.08486313368499,0.63081232238112,-0.102725221333268
"MA0525.2",0.62886050666058,0.919115050218039,0.729017058429002,1.72874349578762,0.740388785905301,0.520501788544809
"MA0106.3",0.783111115488169,0.160961451610874,0.580232421225942,0.622441002255099,0.651239432412139,0.323523946132979
"MA0862.1",1.90502989507845,2.2376500319905,1.42061445812002,7.55776238737298,0.343459386084526,0.408471352008835
"MA0863.1",0.637473688757831,0.911733890845995,0.618526126216296,0.110189022631913,0.728346470280308,1.05291786939325
"MA0024.3",1.3266077954902,1.27560183643129,2.98970152139033,1.89913494633248,0.388456122515329,0.679560620903225
"MA0866.1",0.494677313575594,0.610579137217792,0.766027457711086,0.0244816838938321,0.837789937413339,0.282257643060335
"MA0872.1",0.685703123283078,0.0798797498848106,0.193055029879882,0.06612532815193,0.57853012497942,0.22467313051571
"MA1124.1",1.68375290666234,0.378077071345079,0.405341450343403,0.0518538558542736,0.442866788777811,1.62781822975875
"MA1155.1",0.378020711950786,1.3993676604101,0.225026283973393,-0.144037683865942,0.815497002744433,1.06101929114937
"MA1127.1",0.262849033695145,1.48863795917492,0.982255506767428,2.46352380915449,0.754767963104972,0.255812431779707
"MA1129.1",0.410736756198653,1.97999756774697,1.48414521214292,2.47246972632908,0.554618644279242,0.35848333662522
"MA1136.1",0.32615271767105,1.72235737151498,1.17946837399224,2.95377020207103,0.565386137942507,0.216714546043468
"MA1420.1",1.61959368065319,0.380985307212457,0.74865488234884,6.91962858142705,0.323791083082707,1.12975655143432
"MA1421.1",1.53914793467863,0.654982466431839,0.677146306501274,-0.00200231074579981,0.58786667903632,0.672244593284415
"MA1468.1",-0.481317606069296,2.33236368941802,1.14955959374105,0.250660563103581,1.1216826587691,0.726760958254414
"MA1485.1",-0.604351220393639,0.0835578791369967,0.461713267154628,-0.473642784140351,1.52290449928503,1.2295020959352
"MA1489.1",0.0540689063253497,0.141506793120289,0.972069337228579,0.385338487300976,0.655302584670089,0.396019940125661
"MA1493.1",0.325401406844043,0.835418651684954,0.649140553512905,1.38158356191924,0.737413507097445,0.757633210244778
"MA1509.1",1.03521193233477,1.3980119374317,1.36057139601769,6.5012554644136,0.371298866457867,1.67595859750611
"MA1538.1",0.840227433299384,0.0147007778541657,0.411656158321029,1.06336847913819,0.632419438700529,0.527978685415488
"MA1539.1",1.35149860287898,0.0832538855646391,0.36725889025181,0.93038249843169,0.644383637867007,0.179131870000449
"MA1555.1",0.430288384327818,-0.154728637330909,0.0981923762931826,2.92472860275038,0.584611922860817,-0.334826465973638
"MA1556.1",0.149187309125708,-0.216374503452335,1.22999289968084,2.06151121281471,0.752414367816333,-0.341288537960403
"MA1557.1",1.13590651975169,1.04824662821561,0.599133712068736,2.55755996855641,0.465264098371551,1.25264113757189
"MA1570.1",-0.151832910736034,2.17537061918607,0.691236666945178,1.02191137483958,0.955452599152404,0.186018091260091
"MA1571.1",-0.443859099077116,0.0588682861538113,0.868725966751585,-0.21000427376124,1.59038449687377,-0.110286284139739
"MA1572.1",-0.415836498795251,0.00260666395356246,0.562868138656756,-0.127101550926521,1.44942894534293,0.151346074177516
"MA1580.1",-0.408666469982658,1.1041156192372,0.538405666810147,0.946105006496491,1.0881842189106,0.146109320578043
"MA1587.1",-0.314135419837482,-0.371268587013804,0.210633419060259,1.27166551576463,0.995957436941178,-0.46586425847094
"MA1588.1",2.49203897638489,1.54167340583913,0.492331679609813,0.0992395762030987,0.479135490244137,0.92043049103204
"MA1594.1",0.0617671099417875,0.480373787451398,0.968279400888098,0.299247907681809,0.832529055124623,0.5461321051602
"MA1596.1",-0.243027991908444,-0.231139868596295,-0.0358512736910397,0.731585405571796,0.356619171336667,-0.0960546043964951
"MA1597.1",2.26979575390736,0.170576992023712,0.93132773736011,0.245611402893485,0.384903353035796,0.567079419773887
"MA0158.2",3.45999176244487,0.953700998077711,1.21006426745809,0.201035882836758,0.478728858028131,1.46166824426918
"MA0912.2",5.15766484127715,1.12246511864928,1.07883045444816,-0.121247488815572,0.355885372886765,1.23410550621044
"MA0623.2",-0.20904603933292,2.16906516757455,0.961747295949079,0.896137375596558,0.886182691562923,1.06535512686898
"MA2093.1",5.11760394976635,0.12687625179321,0.788406311763644,-0.0465016058359153,0.62178237525872,2.04931475661097
"MA2094.1",0.539905558699128,1.33338794625268,0.536405642902634,0.970729078587552,0.661825149057263,0.349015531678802
"MA2096.1",0.346357757061707,0.506437280543086,0.3505656133793,4.46181353639328,0.600114991662862,0.168927478038665
"MA1715.1",0.86323918049143,0.611201698950118,1.01366297561759,0.219106697189149,0.602274492281637,-0.059625946344489
"MA2097.1",1.49162993490369,0.693307895047869,0.457943026787559,0.548180540693237,0.414164563326571,0.745629138071716
"MA2098.1",1.34341059765575,0.982656157553935,1.94324726658614,1.95837802187732,0.37784634062111,0.727073202245384
"MA2099.1",0.31373538494333,-0.14257124074944,0.415681857738975,0.919840747502698,0.550399426104861,0.113428886141663
"MA1718.1",-0.497868373347208,0.381656629007319,0.640896324880863,0.457346724425256,1.22217007166293,0.346806525034264
"MA2100.1",0.260609687640101,0.10164609350029,0.402815357635274,-0.254326953070685,1.04263772650494,0.315148365490279
"MA2101.1",1.08389333975327,0.218509443816517,0.636171044911835,0.467484441079216,0.537413138547326,0.892050356904284
"MA2102.1",0.730690972668721,0.41474564492692,2.05067716624939,1.99016865959369,0.585004886095776,2.48945403539336
"MA1931.1",3.54854249955313,2.8728071117533,2.29532204460202,17.548382456016,0.0128073142414333,0.833291444541254
"MA1957.1",3.16998336907962,1.63814551760807,1.52913663153308,30.8996940586616,0.00254000066867735,0.782106784998595
"MA1962.1",2.02709623214252,0.655135464062105,0.747500865069301,0.290920927810199,0.473465688413733,1.74965308084373
"MA1972.1",0.900315877795263,0.594548872568673,0.387562285242428,0.260134935847375,0.3005095220506,1.17647081020716
"MA1980.1",1.86436067545126,0.68517423046794,0.230458134678324,0.217458277934511,0.450002284194701,0.531587134684922
"MA1985.1",0.616881796742617,1.31716997601531,0.263200110889277,1.09257876065277,0.579212757806128,0.428356678547032
"MA2117.1",0.308114781101457,-0.177135365893839,0.599642598434025,0.0767745229909785,0.966180334574122,0.419278144346068
"MA2118.1",0.469272442978505,-0.21523054134418,0.615686961036744,0.038118280163389,0.976467638077829,0.466196527174259
"MA2119.1",5.11760394976635,0.12687625179321,0.788406311763644,-0.0465016058359153,0.62178237525872,2.04931475661097
"MA2120.1",1.3925637317574,1.01467742648462,0.368873052812976,3.26966801375256,0.282339997057919,2.45989422013205
"MA2121.1",0.14892829361829,-0.492497110578664,-0.158479614077703,-0.325777573971158,0.601705959399165,-0.307948287908486
"MA0079.5",1.53739891293944,1.44792526345983,0.403822159157849,2.03536043330231,-0.147329876656338,0.520480334274991
"MA0509.3",102.915937493623,13.463175832827,6.13621021682999,-0.201888047165888,-0.0151330465314338,2.10579829053762
"MA0516.3",1.31534599963872,1.54799638835787,0.284468457769747,3.07232988044208,-0.16622499912816,0.42170984112842
"MA0607.2",-0.231125176485648,3.02736993970646,0.434422635853848,0.278535088623985,1.02797109870319,1.15576932647229
"MA0685.2",1.16542824622121,0.862476825901799,0.0848318720541744,1.28772256328382,-0.0415163239024735,0.216580058702581
"MA0740.2",0.431683941548355,0.595990115310016,0.0783573699572989,1.42261842832643,0.0221762542360126,0.0966799829971467
"MA0742.2",0.944516813373097,1.3104056970953,0.345664076991866,4.24076299529014,-0.136327284483795,0.328106614978317
"MA0798.3",86.0712621867687,9.37713260037216,7.36270670612518,-0.0724360131284752,-0.048311101020874,2.02884228062005
"MA0818.2",-0.0161850068842992,3.75211299881902,0.519446234681248,0.412370024456416,1.02367566711283,1.15025248247827
"MA0821.2",0.792004345354027,2.15380998565829,0.611275726982922,0.460840379397749,0.853341929642159,0.464285314226491
"MA0831.3",3.68447837668588,0.483845090956335,0.584362191992262,1.92814399846408,0.443741886011615,0.163425060370059
"MA0878.3",0.943283535264641,0.775897320265874,0.5725901079671,0.596573320868554,0.519561647292262,0.827468250732844
"MA0884.2",0.99733893648903,0.79304243109018,0.6599470901333,0.723266691873959,0.613179422096078,1.46016441916837
"MA1511.2",0.879571783505318,0.670690242585128,0.139639168528295,1.96506520381682,-0.0518904344435848,0.0990121376606558
"MA1532.2",-0.0857204304185694,-0.21583150493719,0.365847820039126,0.236033329226626,1.01317830386375,0.35262832048177
"MA1547.2",2.02341975364591,1.02820401685911,0.495614011566954,0.845464105138294,0.43755149127297,0.860895647897319
"MA1563.2",-0.279758753172657,-0.128023739916018,0.281515788601665,-0.526809445256108,1.35627597584199,-0.0552385899284013
"MA1601.2",1.39780267622027,0.577791885399151,0.954279181458454,0.236030230878977,0.5234816043884,0.831477724000907
"MA1633.2",6.25224118882244,14.7789336631026,1.0558944439223,1.76430006724678,0.841482932979504,-0.0585809280151681
"MA2324.1",-0.0118000841270126,-0.10812508030222,0.602585338641229,0.580551581000053,0.975060519172081,-0.245941869653189
"MA2325.1",0.490818856230074,1.26966773113786,0.580765689353553,1.61696341901062,0.665886437294178,1.76776478648487
"MA2326.1",0.649703034836149,0.240732792741311,0.013702378027191,7.1445698411179,-0.0861548790304982,0.764937747067747
"MA2327.1",1.35233641231924,1.7085274384404,0.4243004262799,0.162004582957821,0.617778257811553,0.903044288278446
"MA2328.1",0.728459172329673,3.54826208786982,0.956040913407972,4.63111548415163,-0.142863146492871,0.938374067681234
"MA2329.1",3.61046581452489,6.91907932391656,1.69524345506579,80.7858298082825,-0.217172926216962,0.540430572484542
"MA2330.1",0.755630359979883,-0.283147799055905,0.0618752531645392,-0.280977064813507,0.573586153121135,-0.257483126290779
"MA2331.1",-0.0455611637804682,0.677263120614921,0.243440217738325,0.213554944453912,1.03458448104144,0.782654775826295
"MA2332.1",0.298648185533398,0.529204079435805,6.04022900989714,224.676117469076,-0.0157121784406849,0.629112072142818
"MA2333.1",1.4672021469958,0.966686246667489,1.14349148050871,1.39180608889422,0.33578483650012,0.802134456918559
"MA2334.1",0.725119378534641,0.949960970683611,0.997606002449072,0.16424848975821,0.778616249292064,1.77847532884714
"MA2335.1",0.18840610134248,0.596979761571065,0.319819626723747,1.40934827081237,0.523891026797159,0.880052420623585
"MA2336.1",2.52441922025184,0.366822983435618,0.554517916497266,0.522965139432074,0.457047060255111,0.702279034489312
"MA2341.1",-0.141597411277398,-0.54200304304195,0.002740871024658,-0.390162684074125,1.05330004912605,-0.446174195646779
"MA0690.3",0.145572261331044,0.705684298996428,0.148965628754599,0.775119620134519,0.91420804565457,0.159271596450719
"MA1463.2",20.9830220961905,0.609878114029542,0.548701317744963,-0.435045695134511,0.192875305260332,3.34049895956254
"MA0259.2",-0.10922206357517,2.28667612887953,0.755083924330958,2.24210844647483,0.253169023195493,0.572029494685387
"MA1464.2",1.94562841680318,0.736561340523938,0.651134427391583,2.67483405875835,0.4966543782144,0.148400442244219
"MA1100.3",-0.748078698302059,0.295584969239796,0.709276804747245,-0.712574151535115,2.03143541821645,4.98731421623453
"MA1631.2",-0.701369263205637,0.549588870067221,0.957597918313465,-0.453222515940022,1.80610565708876,0.337864684420756
"MA1632.2",-0.446625685354522,0.137047473535495,0.729875970819128,0.208315862688846,1.37888077363615,0.0275365744030207
"MA0605.3",-0.0027497697412338,1.94401053181024,2.21691988177966,1.98989678427629,0.719267808134159,0.359152814450412
"MA0833.3",-0.0634366879137311,1.35506686537741,0.57075533237416,1.25818458714183,0.75674987006073,0.656452648252167
"MA1466.2",0.31849937196164,1.37500512045791,0.972247252104838,1.69241984442349,0.571519373075337,0.372259064116022
"MA0834.2",0.418547446040503,1.60963026836705,2.03067792327933,3.09157365177288,0.568021693485372,0.298844749332914
"MA0496.4",-0.0582068765599035,0.857466360223032,0.387957228716355,0.898942319926324,0.919553225629814,-0.556246639967337
"MA1101.3",2.22662777242647,6.73452490838596,0.794152772966272,1.43373053846996,0.853894060913351,-0.305190693368349
"MA1470.2",-0.0514851790080978,1.14247431148772,0.684078393215281,1.13355613454794,0.806005542519194,0.23119082502522
"MA0877.4",1.28764991454934,3.36121778940967,2.27498171927848,4.28765932292095,0.33240705860959,1.84973684874509
"MA0635.2",1.28764991454934,3.36121778940967,2.27498171927848,4.28765932292095,0.33240705860959,1.84973684874509
"MA0875.2",8.17921180603963,-0.0504154820180423,0.848697488807158,-0.149262517419467,0.0862325293949477,1.58662137353305
"MA1471.2",0.545639806924505,0.361556073257409,0.212819464789618,0.847482833790483,0.615062532465082,0.741958294403688
"MA1634.2",11.0732457455038,7.35233957931129,0.74039284634679,2.20255624237596,0.631147820547409,-0.33983733948674
"MA0462.3",11.0732457455038,7.35233957931129,0.74039284634679,2.20255624237596,0.631147820547409,-0.33983733948674
"MA0488.2",-0.429123127819605,0.136039250324474,0.382101196752171,0.325736085306566,1.3391423918261,-0.0735463699590422
"MA0835.3",11.0732457455038,7.35233957931129,0.74039284634679,2.20255624237596,0.631147820547409,-0.33983733948674
"MA0463.3",1.09087293494998,1.22154495571439,0.4783921250052,1.24883354872039,0.510449266305461,0.922682412824618
"MA1635.2",-0.540009746560086,-0.19288565610255,0.659065075859119,-0.828652543033625,1.24428235962968,2.18628482205492
"MA0817.2",0.0304829701789537,3.70952068909942,0.753298464197261,0.787622418718146,0.934533559946779,0.927408073906918
"MA0464.3",1.90301996723237,0.784291305540899,1.1615190362252,1.27848472599113,0.511111652895335,0.45697815672978
"MA1928.2",11.0732457455038,7.35233957931129,0.74039284634679,2.20255624237596,0.631147820547409,-0.33983733948674
"MA0876.2",8.17921180603963,-0.0504154820180423,0.848697488807158,-0.149262517419467,0.0862325293949477,1.58662137353305
"MA0465.3",0.104305030017615,1.55054380337358,0.23661315255532,0.447592339567245,0.870133008828397,0.682492095375245
"MA1473.2",0.411556386120328,0.89496401060601,0.53996545589775,0.608019369463211,0.615265044876296,0.740859125257767
"MA0102.5",0.784227614596462,0.194818071031381,0.448466695233944,6.64292619549496,0.377536079715541,0.206539453222911
"MA0466.4",0.299330026695276,2.5499473210282,0.789251859093923,5.46342681153807,0.626552201344076,0.4221677116708
"MA0836.3",2.45440692170591,1.55924604218099,0.630990766669802,2.68903690077062,0.343391184895589,0.612026049605804
"MA0837.3",0.309191297847055,3.58712085425793,0.436288357263344,5.3965791092611,0.623365017282982,0.293750564992422
"MA1636.2",0.122744587844761,0.736780148670039,0.294552898613006,2.62140037608171,0.62498115996882,0.0162556478461186
"MA0819.3",-0.044227998941384,0.518087367462611,0.853839163601376,0.963117045982294,0.964871883266307,0.237667446463614
"MA0018.5",-0.398993993470076,0.958342093670068,0.734138475119613,0.399647927245726,1.17900592698879,0.236683191307284
"MA0638.2",0.321213155174549,0.861149024288773,0.636284713505469,2.36663113519498,0.603339030590067,0.397221431158917
"MA0839.2",0.63698287372042,1.06956454692226,0.760168851267184,1.31160434928054,0.59093349771514,0.682830065031409
"MA1474.2",0.862483938762309,0.711024121030258,0.61445897262744,2.04726731821635,0.641748123696837,0.673084482818835
"MA1475.2",1.41026262629718,3.52382248710055,0.786235042348477,5.75599750031235,0.397223250172488,0.471567313927058
"MA0609.3",0.00200817999799821,1.12934376261547,0.761078891785187,2.01741711968947,0.745537276448359,-0.0834013838753544
"MA0139.2",-0.702235637464534,1.48984656985485,1.6148511449524,1.76876538993891,2.21862603610306,-0.0795906166600643
"MA1929.2",-0.731259415217803,1.04229929548798,1.4918737221339,0.525170825448249,1.67480238121365,-0.147274644333839
"MA1930.2",-0.62157381090442,0.702346339452395,0.598615443750749,0.439247806688203,1.41249637857101,0.0586005579150045
"MA1102.3",0.136490983019142,0.00706789755737148,0.0311225946112207,0.646634163310082,0.571790612818739,0.143492183610904
"MA0754.3",0.516635091710972,0.835648275170873,0.325308533831587,1.49039669794317,0.760073595144105,1.85673173065299
"MA0901.3",1.90032398323293,0.710828409318942,0.290967248233389,0.67857560372668,0.385437872048509,0.574531304533327
"MA0755.2",0.477274646702414,0.799874762174716,0.344138224360732,1.30646724491906,0.755900353637749,1.12656743461647
"MA0639.2",4.87116702838678,7.88012925858596,1.55680128183596,1.71559263585791,0.229004100254882,1.06645047805924
"MA0879.3",8.17921180603963,-0.0504154820180423,0.848697488807158,-0.149262517419467,0.0862325293949477,1.58662137353305
